Perm,CUSIP,SIC,ISSUER_NAME,SHARES,PRICE,OFFER_SIZE,ISSUE_DATE,ANNOUNCEMENT_DATE,PERIOD
14795,88738910,3562,THE TIMKEN CO,900000,70.375,63.338,1987-07-29,1987-07-10,19.0
38156,96945710,2879,THE WILLIAMS COS,2500000,42.125,105.313,1980-12-18,1980-12-11,7.0
38156,96945710,2879,THE WILLIAMS COS,2500000,32.0,80.0,1987-09-09,1987-08-21,19.0
38156,96945710,2879,THE WILLIAMS COS,2000000,38.5,77.0,1989-12-13,1989-12-04,9.0
75986,88390110,2834,THERMEDICS INC,373000,12.5,4.663,1985-05-07,1985-03-18,50.0
62092,88355610,3621,THERMO ELECTRON CORP,550000,27.25,14.988,1980-01-15,1979-12-26,20.0
61866,87246420,3661,TIE/COMMUNICATIONS,750000,7.875,5.906,1980-07-01,1980-05-05,57.0
61866,87246420,3661,TIE/COMMUNICATIONS,1500000,39.0,58.5,1983-01-28,1983-01-24,4.0
37364,88673510,4511,TIGER INTERNATL INC,1500000,25.375,38.063,1978-06-15,,
76305,88735510,3350,TIMES FIBER COMMUNS,1000000,23.25,23.25,1983-02-17,1983-01-21,27.0
76399,88889310,3663,TOCOM INC,550000,19.75,10.863,1980-10-14,1980-09-08,36.0
37399,88903910,3731,TODD SHIPYARDS CORP,600000,31.875,19.125,1979-12-19,1979-11-16,33.0
40221,89027810,3944,TONKA CORP,1000000,23.125,23.125,1986-04-09,1986-03-17,23.0
40221,89027810,3944,TONKA CORP,5200000,16.0,83.2,1989-11-16,1989-10-09,38.0
48494,51281010,3140,TONY LAMA CO INC,500000,23.5,11.75,1981-04-08,,
62308,89102710,6311,TORCHMARK CORP,1000000,42.75,42.75,1985-03-15,1985-03-04,11.0
63036,89130510,6711,TOROTEL INC,550000,9.0,4.95,1981-03-16,1980-11-06,130.0
61663,89149030,2911,TOSCO CORP,1300000,33.5,43.55,1980-12-18,1980-12-04,14.0
49787,89150810,2911,TOTAL PETROLEUM N. AMER,1250000,9.5,11.875,1978-04-25,,
49787,89150810,2911,TOTAL PETROLEUM N. AMER,1000000,24.75,24.75,1989-07-11,1989-06-08,33.0
57234,89234810,3662,TRACOR INC,350000,30.625,10.719,1980-02-20,1980-01-22,29.0
57234,89234810,3662,TRACOR INC,500000,29.0,14.5,1980-10-01,1980-09-19,12.0
19051,89348510,6711,TRANSAMERICA CORP,4400000,35.25,155.1,1986-02-07,1986-01-30,8.0
74406,87262510,8711,TRC COS INC,1100000,12.5,13.75,1989-01-25,1988-12-20,36.0
61217,89675010,1311,TRITON ENERGY CORP,2000000,22.5,45.0,1987-10-01,1987-09-11,20.0
61217,89675010,1311,TRITON OIL & GAS CORP,850000,24.5,20.825,1981-03-26,,
74473,87283510,8731,TSC INC,650000,6.25,4.063,1983-11-02,1983-07-20,105.0
77551,90008410,7948,TURF PARADISE INC,800000,5.25,4.2,1981-02-27,1981-02-26,1.0
77623,90141910,4454,TWIN CITY BARGE INC,375000,17.25,6.469,1981-03-24,1981-02-25,27.0
59811,90238410,7374,TYMSHARE INC,400000,42.75,17.1,1980-04-17,1980-03-17,31.0
59811,90238410,7374,TYMSHARE INC,750000,38.25,28.688,1980-12-15,1980-11-26,19.0
48565,91206110,1521,U.S.HOME CORP,1000000,25.5,25.5,1980-08-11,1980-08-05,6.0
19596,90254910,4512,UAL INC,3000000,34.375,103.125,1983-03-03,1983-02-08,23.0
19596,90254910,4512,UAL INC,4000000,56.75,227.0,1986-02-14,1986-02-05,9.0
19596,90254910,4512,UAL INC,4000000,58.0,232.0,1986-10-09,1986-10-02,7.0
19596,90254910,4512,UAL INC,4000000,56.5,226.0,1987-04-01,1987-03-13,19.0
14883,90553010,2621,UNION CAMP CORP,1000000,92.0,92.0,1976-03-17,,
15659,90558110,2819,UNION CARBIDE CORP,23000000,22.5,517.5,1986-12-12,1986-12-08,4.0
78263,90806810,6021,UNION PLANTERS CORP,1000000,35.0,35.0,1986-06-18,1986-05-08,41.0
63781,90921810,1311,UNIT DRILLING & EXPL,500000,27.0,13.5,1980-01-29,1979-12-17,43.0
63802,90969510,4899,UNITED CABLE TELEVISION,1000000,23.75,23.75,1981-02-04,1981-01-13,22.0
92655,91058110,8099,UNITED HEALTHCARE CORP,2800000,10.375,29.05,1986-01-15,1985-11-21,55.0
92655,91058110,8099,UNITED HEALTHCARE CORP,2500000,11.0,27.5,1989-09-19,1989-08-30,20.0
20968,91085810,2221,UNITED MERCHANTS & MFGS,1740000,18.0,31.32,1985-12-12,,
42569,90307010,3443,UNITED NUCLEAR CORP,1000000,15.25,15.25,1975-10-09,,
79250,91270710,3842,UNITED STATES SURGICAL,600000,31.75,19.05,1980-02-20,1980-01-23,28.0
17830,91301710,3724,UNITED TECHNOLOGIES CORP,5000000,53.625,268.125,1981-03-04,1981-02-17,15.0
39087,85206110,6711,UNITED TELECOMMUN INC,2500000,13.0,32.5,1975-09-12,,
39087,85206110,6711,UNITED TELECOMMUN INC,5000000,23.625,118.125,1985-06-21,1985-06-12,9.0
79637,91390310,8062,UNIVERSAL HEALTH SVCS,500000,31.5,15.75,1982-12-14,1982-12-08,6.0
79637,91390310,8062,UNIVERSAL HEALTH SVCS,2000000,17.875,35.75,1985-07-31,1985-07-18,13.0
54957,91380210,1311,UNIVERSAL RESOURCES CORP,1000000,24.0,24.0,1980-02-26,1980-02-01,25.0
54957,91380210,1311,UNIVERSAL RESOURCES CORP,1000000,28.5,28.5,1981-03-18,,
79733,75527610,8093,URGENT CARE CNTRS - AMER,2600000,5.0,13.0,1984-02-17,1983-10-27,113.0
28847,91190510,4511,USAIR GROUP INC,1800000,20.0,36.0,1981-02-10,1981-01-29,12.0
28847,91190510,4511,USAIR GROUP INC,2000000,32.125,64.25,1983-02-11,1983-02-08,3.0
28847,91190510,4511,USAIR GROUP INC,8000000,45.0,360.0,1987-06-25,1987-05-18,38.0
77789,90290010,6021,UST CORP,350000,18.25,6.388,1984-07-17,1984-06-27,20.0
80005,91915610,7373,VALID LOGIC SYSTEMS INC,2000000,6.125,12.25,1988-06-28,1988-05-27,32.0
61698,92006210,6711,VALLEY RESOURCES INC,150000,15.5,2.325,1982-06-09,,
80120,92022610,3845,VALLEYLAB INC,400000,16.5,6.6,1980-12-18,1980-12-02,16.0
80152,92036310,3490,VALTEK INC,350000,4.5,1.575,1976-10-12,,
80187,92104210,5080,VAN DUSEN AIR INC,500000,16.0,8.0,1981-01-21,1980-11-26,56.0
63044,92212610,3533,VARCO INTERNATL INC,300000,18.5,5.55,1978-06-20,,
63044,92212610,3533,VARCO INTERNATL INC,300000,21.25,6.375,1979-10-30,1979-10-12,18.0
27043,92220410,3673,VARIAN ASSOCIATES INC,1250000,39.75,49.688,1982-08-26,1982-08-19,7.0
27043,92220410,3673,VARIAN ASSOCIATES INC,2000000,36.0,72.0,1983-02-25,1983-02-22,3.0
63394,92335310,3573,VERBATIM CORP,350000,23.625,8.269,1981-09-03,1981-07-16,49.0
63394,92335310,3573,VERBATIM CORP,600000,25.875,15.525,1983-01-26,1983-01-14,12.0
10820,92545410,2834,VESTAR INC,1000000,10.75,10.75,1987-06-26,1987-04-15,72.0
51617,92552610,4899,VIACOM INTL INC,750000,50.5,37.875,1980-11-06,1980-10-17,20.0
51617,92552610,4899,VIACOM INTL INC,2000000,39.625,79.25,1985-02-27,1985-02-12,15.0
51617,92552610,4899,VIACOM INTL INC,2500000,58.5,146.25,1985-12-04,1985-11-04,30.0
80654,92581710,5812,VICORP RESTAURANTS INC,800000,25.625,20.5,1983-05-12,1983-04-27,15.0
80654,92581710,5812,VICORP RESTAURANTS INC,1750000,28.0,49.0,1985-05-17,1985-05-03,14.0
11086,92922H20,3861,VIDEOSPECTION INC,3000000,0.375,1.125,1989-01-19,,
80881,92763010,2844,VIPONT PHARMACEUTICAL,1000000,17.5,17.5,1988-06-14,1988-05-18,27.0
57808,92829810,3622,VISHAY INTERTECHNOLOGY,200000,22.5,4.5,1987-05-19,1987-04-29,20.0
79848,91827010,3674,VLSI TECHNOLGY INC,2500000,12.25,30.625,1986-04-10,1986-03-04,37.0
37874,92903210,2396,VOPLEX CORP,300000,12.125,3.638,1984-01-24,1983-11-22,63.0
17743,08442310,6331,W.R. BERKLEY CORP,2000000,17.25,34.5,1985-07-16,1985-06-14,32.0
17743,08442310,6331,W.R. BERKLEY CORP,1500000,49.25,73.875,1986-03-14,1986-03-10,4.0
25005,38388310,2819,W.R. GRACE & CO,2500000,48.0,120.0,1985-12-18,1985-12-16,2.0
81382,93115410,3714,WALBRO CORP,265000,18.5,4.903,1984-05-03,1984-03-20,44.0
81382,93115410,3714,WALBRO CORP,450000,22.0,9.9,1986-04-17,1986-03-18,30.0
81454,93180410,5065,WALKER TELECOMMUNICATION,750000,6.0,4.5,1986-07-10,,
55976,93114210,5311,WAL-MART STORES INC,1000000,34.5,34.5,1980-05-28,1980-05-07,21.0
55976,93114210,5311,WAL-MART STORES INC,2000000,25.25,50.5,1982-07-28,1982-06-04,54.0
26403,25468710,7813,WALT DISNEY PRODUCTIONS,1000000,66.875,66.875,1983-01-27,1983-01-25,2.0
46770,93369610,3574,WANG LABORATORIES,910000,9.875,8.986,1977-10-04,,
46770,93369610,3574,WANG LABORATORIES,500000,30.125,15.063,1978-08-22,,
46770,93369610,3574,WANG LABORATORIES INC,1500000,35.5,53.25,1982-10-01,1982-09-28,3.0
46770,93369610,3574,WANG LABORATORIES INC,10000000,19.125,191.25,1986-01-07,1985-12-17,21.0
81745,94402010,3825,WAVETEK CORP,1700000,17.75,30.175,1983-06-17,1983-05-27,21.0
61233,94707610,1389,WEATHERFORD INTL INC,900000,24.5,22.05,1980-03-11,1980-02-05,35.0
61233,94707610,1389,WEATHERFORD INTL INC,10000000,3.0,30.0,1989-11-08,1989-10-11,28.0
64493,94762310,3873,WEBCOR ELECTRONICS INC,400000,9.25,3.7,1982-05-13,1982-04-15,28.0
67109,94846210,3795,WEDTECH CORP,1750000,10.125,17.719,1986-01-23,1985-12-06,48.0
64506,94939110,3569,WELDOTRON CORP,700000,10.25,7.175,1983-07-08,,
63060,95059010,5812,WENDY'S INTL INC,1500000,19.0,28.5,1982-09-15,1982-09-08,7.0
41427,95546510,2211,WEST POINT-PEPPERELL INC,1050000,66.625,69.956,1987-04-30,1987-04-22,8.0
58085,95804340,1389,WESTERN CO OF N.AMERICA,1100000,59.5,65.45,1980-11-20,1980-11-12,8.0
66384,95810210,3572,WESTERN DIGITAL CORP,2000000,12.5,25.0,1980-10-29,1980-10-01,28.0
66384,95810210,3572,WESTERN DIGITAL CORP,2500000,9.125,22.813,1983-11-29,1983-10-27,33.0
66384,95810210,3572,WESTERN DIGITAL CORP,3000000,10.0,30.0,1984-09-18,1984-09-12,6.0
82449,92933010,5812,WESTERN STEER-MOM N POPS,450000,13.625,6.131,1986-07-25,1986-06-04,51.0
15325,64908010,4822,WESTERN UNION CORP,3000000,28.0,84.0,1982-07-07,1982-06-18,19.0
59467,96087810,1220,WESTMORELAND COAL CO,400000,18.5,7.4,1986-02-11,1985-12-04,69.0
10484,96113710,8711,WESTON (ROY F.) INC,1500000,15.25,22.875,1988-04-12,1988-03-25,18.0
39917,96216610,2631,WEYERHAEUSER CO,3500000,38.375,134.313,1983-04-14,1983-01-17,87.0
61882,92925310,6711,WICOR INC,500000,41.0,20.5,1986-11-26,1986-10-29,28.0
82991,96949320,1700,WILLIAMS INDUSTRIES INC,400000,12.75,5.1,1987-04-07,,
83046,97221810,2011,WILSON FOODS CORP,2500000,10.375,25.938,1987-03-06,1987-01-23,42.0
66747,92875310,5812,WINNERS CORP,500000,10.75,5.375,1982-09-08,1982-07-28,42.0
83620,98226310,2200,WM.E.WRIGHT CO,350000,11.25,3.938,1982-06-29,1982-06-17,12.0
92962,92929810,5190,WNS INC,900000,16.75,15.075,1986-05-21,1986-05-02,19.0
13638,97789210,1311,WOLVERINE EXPLORATION CO,2000000,10.875,21.75,1989-12-01,1989-10-11,51.0
42286,97809710,3149,WOLVERINE WORLD WIDE INC,400000,30.75,12.3,1981-05-19,1981-04-30,19.0
42286,97809710,3149,WOLVERINE WORLD WIDE INC,400000,26.0,10.4,1983-04-12,1983-03-31,12.0
44476,98305110,5065,WYLE LABORATORIES,1300000,18.625,24.213,1983-07-22,1983-07-21,1.0
83687,98308510,3460,WYMAN-GORDON CO,450000,43.5,19.575,1981-05-13,1981-04-27,16.0
83863,98490310,3674,XICOR INC,1100000,12.0,13.2,1984-03-13,1984-02-03,39.0
83863,98490310,3674,XICOR INC,2100000,11.5,24.15,1987-04-14,1987-03-10,35.0
83863,98490310,3674,XICOR INC,2250000,8.0,18.0,1988-03-09,1988-02-29,9.0
10333,98390710,2834,XOMA CORP,1300000,25.0,32.5,1987-05-07,1987-03-24,44.0
63079,49291410,1389,YANKEE OIL & GAS INC,475000,11.625,5.522,1982-01-19,,
40539,87254010,5311,ZAYRE CORP,1100000,39.5,43.45,1982-08-24,1982-08-20,4.0
40539,87254010,5311,ZAYRE CORP,1000000,43.25,43.25,1983-10-26,1983-10-18,8.0
20917,98991710,1099,ZEMEX CORP,600000,10.5,6.3,1986-10-24,1986-08-05,80.0
18067,98934910,3651,ZENITH ELECTRONICS CORP,1600000,26.5,42.4,1987-07-08,1987-06-23,15.0
